"order","id","type","priority","name","route","path","dimensions","reference_image","alt","locale_reuse","status","reason","prompt"
"77","recipe-slata-mechouia-tn","recipe-hero","75","Slata Mechouia","/tools/afrokitchen/recipes/slata-mechouia-tn/","/assets/img/kitchen/slata-mechouia-tn.webp","1200x800","","Slata Mechouia from Tunisia","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Slata Mechouia from Tunisia. Recipe brief: Tunisian grilled pepper, tomato, garlic, and chili salad finished with olive oil, tuna, eggs, olives, and capers. Main ingredients from the saved recipe: green peppers, tomatoes, hot chilies, garlic, olive oil, lemon juice, caraway, tuna, eggs. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"78","recipe-sonhos-banana-st","recipe-hero","75","Sonhos de Banana","/tools/afrokitchen/recipes/sonhos-banana-st/","/assets/img/kitchen/sonhos-banana-st.webp","1200x800","","Sonhos de Banana from São Tomé and Príncipe","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Sonhos de Banana from São Tomé and Príncipe. Recipe brief: Sonhos de Banana is a dessert with ripe banana and flour, cinnamon sugar. Serve Main ingredients from the saved recipe: ripe banana and flour, egg or flax slurry, cinnamon sugar, salt, water, oil. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"79","recipe-sosaties-za","recipe-hero","75","Sosaties","/tools/afrokitchen/recipes/sosaties-za/","/assets/img/kitchen/sosaties-za.webp","1200x800","","Sosaties from South Africa","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Sosaties from South Africa. Recipe brief: Cape Malay lamb skewers marinated with curry, apricot, vinegar, onion, and bay leaves before braaiing. Main ingredients from the saved recipe: lamb shoulder, onions, apricot jam, vinegar, curry powder, turmeric, bay leaves, dried apricots, oil. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"80","recipe-soupe-kandia-sn","recipe-hero","75","Soupe Kandia","/tools/afrokitchen/recipes/soupe-kandia-sn/","/assets/img/kitchen/soupe-kandia-sn.webp","1200x800","","Soupe Kandia from Senegal","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Soupe Kandia from Senegal. Recipe brief: Senegalese okra and seafood stew with palm oil, fish, shrimp, dried seafood, vegetables, and rice. Main ingredients from the saved recipe: firm fish, shrimp, okra, tomatoes, onions, garlic, red palm oil, water or fish stock, salt and pepper. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"81","recipe-sumo-de-caju-mz","recipe-hero","75","Sumo de Caju","/tools/afrokitchen/recipes/sumo-de-caju-mz/","/assets/img/kitchen/sumo-de-caju-mz.webp","1200x800","","Sumo de Caju from Mozambique","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Sumo de Caju from Mozambique. Recipe brief: Sumo de Caju is a drink with cashew fruit pulp, lime and sugar. Serve Main ingredients from the saved recipe: cashew fruit pulp, water, fresh ginger, cloves or grains of spice, sugar or honey, lime or lemon. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"82","recipe-supakanja-gm","recipe-hero","75","Supakanja","/tools/afrokitchen/recipes/supakanja-gm/","/assets/img/kitchen/supakanja-gm.webp","1200x800","","Supakanja from Gambia","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Supakanja from Gambia. Recipe brief: Gambian okra soup with palm oil, dried fish, shrimp, chile, and a silky draw texture for rice or fufu. Main ingredients from the saved recipe: fresh okra, red palm oil, dried or smoked fish, shrimp or mixed seafood, onion, scotch bonnet peppers, water or fish stock, salt. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"83","recipe-suqaar","recipe-hero","75","Suqaar","/tools/afrokitchen/recipes/suqaar/","/assets/img/kitchen/suqaar.webp","1200x800","","Suqaar from Somalia","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Suqaar from Somalia. Recipe brief: Somali suqaar, small-cut meat sauteed with onion, garlic, peppers, tomato, chile, and xawaash. Main ingredients from the saved recipe: beef, goat, lamb, or chicken, vegetable oil, onion, garlic, green pepper, red pepper, tomatoes, xawaash spice mix, salt and black pepper. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"84","recipe-taktouka-ma","recipe-hero","75","Taktouka","/tools/afrokitchen/recipes/taktouka-ma/","/assets/img/kitchen/taktouka-ma.webp","1200x800","","Taktouka from Morocco","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Taktouka from Morocco. Recipe brief: Moroccan roasted pepper and tomato salad cooked with garlic, cumin, paprika, olive oil, and herbs. Main ingredients from the saved recipe: green bell peppers, tomatoes, garlic, ground cumin, paprika, olive oil, cilantro or parsley, salt and pepper. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"85","recipe-tangawizi-tz","recipe-hero","75","Tangawizi","/tools/afrokitchen/recipes/tangawizi-tz/","/assets/img/kitchen/tangawizi-tz.webp","1200x800","","Tangawizi from Tanzania","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Tangawizi from Tanzania. Recipe brief: Tangawizi is a drink with fresh ginger, lime and sugar. Serve Main ingredients from the saved recipe: fresh ginger, water, fresh ginger, cloves or grains of spice, sugar or honey, lime or lemon. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
"86","recipe-tanzanian-pilau","recipe-hero","75","Tanzanian Pilau","/tools/afrokitchen/recipes/tanzanian-pilau/","/assets/img/kitchen/tanzanian-pilau.webp","1200x800","","Tanzanian Pilau from Tanzania","true","pending","Recipe has no local hero in any supported extension.","Create one realistic editorial food photograph of Tanzanian Pilau from Tanzania. Recipe brief: Tanzanian pilau, Zanzibar-influenced spiced rice with caramelized onions, meat, potatoes, garlic, ginger, and whole spices. Main ingredients from the saved recipe: basmati rice, beef, goat, chicken, or vegetables, potatoes, onions, garlic, ginger, cardamom pods, cinnamon, cloves. Show the finished dish with the correct texture, cooking method and serving form. Natural window light, simple neutral table, realistic food colour, an appetising three-quarter view, entire main plate inside the central 80% for card cropping. Landscape 1200x800. No words, labels, lettering, flags, logos, watermarks, collage or UI. Do not replace the dish with a generic stew or invent decorative ingredients.  Deliver WebP under the exact destination filename."
